question,answer,image_id
What is the emotion in the image Clx4VXItLTE_21?,normal,Clx4VXItLTE_21
What is the emotion in the image Clx4VXItLTE_22?,happy,Clx4VXItLTE_22
What is the emotion in the image Clx4VXItLTE_23?,normal,Clx4VXItLTE_23
What is the emotion in the image Clx4VXItLTE_24?,normal,Clx4VXItLTE_24
What is the emotion in the image Clx4VXItLTE_25?,happy,Clx4VXItLTE_25
What is the emotion in the image Clx4VXItLTE_26?,happy,Clx4VXItLTE_26
What is the emotion in the image Clx4VXItLTE_27?,normal,Clx4VXItLTE_27
What is the emotion in the image Clx4VXItLTE_28?,normal,Clx4VXItLTE_28
What is the emotion in the image Clx4VXItLTE_29?,sad,Clx4VXItLTE_29
What is the emotion in the image Clx4VXItLTE_2?,normal,Clx4VXItLTE_2
What is the emotion in the image Clx4VXItLTE_30?,normal,Clx4VXItLTE_30
What is the emotion in the image Clx4VXItLTE_3?,normal,Clx4VXItLTE_3
What is the emotion in the image Clx4VXItLTE_4?,normal,Clx4VXItLTE_4
What is the emotion in the image Clx4VXItLTE_5?,normal,Clx4VXItLTE_5
What is the emotion in the image Clx4VXItLTE_6?,normal,Clx4VXItLTE_6
What is the emotion in the image Clx4VXItLTE_7?,normal,Clx4VXItLTE_7
What is the emotion in the image Clx4VXItLTE_8?,normal,Clx4VXItLTE_8
What is the emotion in the image Clx4VXItLTE_9?,normal,Clx4VXItLTE_9
What is the emotion in the image Dg_0XKD0Mf4_0?,normal,Dg_0XKD0Mf4_0
What is the emotion in the image Dg_0XKD0Mf4_10?,happy,Dg_0XKD0Mf4_10
What is the emotion in the image Dg_0XKD0Mf4_11?,happy,Dg_0XKD0Mf4_11
What is the emotion in the image Dg_0XKD0Mf4_12?,normal,Dg_0XKD0Mf4_12
What is the emotion in the image Dg_0XKD0Mf4_13?,normal,Dg_0XKD0Mf4_13
What is the emotion in the image Dg_0XKD0Mf4_14?,normal,Dg_0XKD0Mf4_14
What is the emotion in the image Dg_0XKD0Mf4_15?,happy,Dg_0XKD0Mf4_15
What is the emotion in the image Dg_0XKD0Mf4_16?,normal,Dg_0XKD0Mf4_16
What is the emotion in the image Dg_0XKD0Mf4_17?,happy,Dg_0XKD0Mf4_17
What is the emotion in the image Dg_0XKD0Mf4_1?,normal,Dg_0XKD0Mf4_1
What is the emotion in the image Dg_0XKD0Mf4_2?,happy,Dg_0XKD0Mf4_2
What is the emotion in the image Dg_0XKD0Mf4_3?,normal,Dg_0XKD0Mf4_3
What is the emotion in the image Dg_0XKD0Mf4_4?,happy,Dg_0XKD0Mf4_4
What is the emotion in the image Dg_0XKD0Mf4_5?,sad,Dg_0XKD0Mf4_5
What is the emotion in the image Dg_0XKD0Mf4_6?,sad,Dg_0XKD0Mf4_6
What is the emotion in the image Dg_0XKD0Mf4_7?,normal,Dg_0XKD0Mf4_7
What is the emotion in the image Dg_0XKD0Mf4_8?,sad,Dg_0XKD0Mf4_8
What is the emotion in the image Dg_0XKD0Mf4_9?,sad,Dg_0XKD0Mf4_9
What is the emotion in the image G-xst2euQUc_0?,happy,G-xst2euQUc_0
What is the emotion in the image G-xst2euQUc_10?,sad,G-xst2euQUc_10
What is the emotion in the image G-xst2euQUc_11?,happy,G-xst2euQUc_11
What is the emotion in the image G-xst2euQUc_12?,happy,G-xst2euQUc_12
What is the emotion in the image G-xst2euQUc_13?,normal,G-xst2euQUc_13
What is the emotion in the image G-xst2euQUc_14?,happy,G-xst2euQUc_14
What is the emotion in the image G-xst2euQUc_15?,normal,G-xst2euQUc_15
What is the emotion in the image G-xst2euQUc_16?,normal,G-xst2euQUc_16
What is the emotion in the image G-xst2euQUc_17?,normal,G-xst2euQUc_17
What is the emotion in the image G-xst2euQUc_18?,normal,G-xst2euQUc_18
What is the emotion in the image G-xst2euQUc_19?,happy,G-xst2euQUc_19
What is the emotion in the image G-xst2euQUc_1?,normal,G-xst2euQUc_1
What is the emotion in the image G-xst2euQUc_20?,happy,G-xst2euQUc_20
What is the emotion in the image G-xst2euQUc_2?,sad,G-xst2euQUc_2
What is the emotion in the image G-xst2euQUc_3?,sad,G-xst2euQUc_3
What is the emotion in the image G-xst2euQUc_4?,happy,G-xst2euQUc_4
What is the emotion in the image G-xst2euQUc_5?,happy,G-xst2euQUc_5
What is the emotion in the image G-xst2euQUc_6?,happy,G-xst2euQUc_6
What is the emotion in the image G-xst2euQUc_7?,happy,G-xst2euQUc_7
What is the emotion in the image G-xst2euQUc_8?,happy,G-xst2euQUc_8
What is the emotion in the image G-xst2euQUc_9?,happy,G-xst2euQUc_9
What is the emotion in the image G6GlGvlkxAQ_0?,happy,G6GlGvlkxAQ_0
What is the emotion in the image G6GlGvlkxAQ_10?,happy,G6GlGvlkxAQ_10
What is the emotion in the image G6GlGvlkxAQ_11?,sad,G6GlGvlkxAQ_11
What is the emotion in the image G6GlGvlkxAQ_12?,normal,G6GlGvlkxAQ_12
What is the emotion in the image G6GlGvlkxAQ_13?,normal,G6GlGvlkxAQ_13
What is the emotion in the image G6GlGvlkxAQ_14?,sad,G6GlGvlkxAQ_14
What is the emotion in the image G6GlGvlkxAQ_15?,normal,G6GlGvlkxAQ_15
What is the emotion in the image G6GlGvlkxAQ_16?,normal,G6GlGvlkxAQ_16
What is the emotion in the image G6GlGvlkxAQ_17?,normal,G6GlGvlkxAQ_17
What is the emotion in the image G6GlGvlkxAQ_18?,normal,G6GlGvlkxAQ_18
What is the emotion in the image G6GlGvlkxAQ_19?,normal,G6GlGvlkxAQ_19
What is the emotion in the image G6GlGvlkxAQ_1?,happy,G6GlGvlkxAQ_1
What is the emotion in the image G6GlGvlkxAQ_20?,normal,G6GlGvlkxAQ_20
What is the emotion in the image G6GlGvlkxAQ_21?,normal,G6GlGvlkxAQ_21
What is the emotion in the image G6GlGvlkxAQ_22?,sad,G6GlGvlkxAQ_22
What is the emotion in the image G6GlGvlkxAQ_23?,happy,G6GlGvlkxAQ_23
What is the emotion in the image G6GlGvlkxAQ_24?,happy,G6GlGvlkxAQ_24
What is the emotion in the image G6GlGvlkxAQ_25?,normal,G6GlGvlkxAQ_25
What is the emotion in the image G6GlGvlkxAQ_26?,normal,G6GlGvlkxAQ_26
What is the emotion in the image G6GlGvlkxAQ_27?,normal,G6GlGvlkxAQ_27
What is the emotion in the image G6GlGvlkxAQ_28?,happy,G6GlGvlkxAQ_28
What is the emotion in the image G6GlGvlkxAQ_2?,happy,G6GlGvlkxAQ_2
What is the emotion in the image G6GlGvlkxAQ_3?,happy,G6GlGvlkxAQ_3
What is the emotion in the image G6GlGvlkxAQ_4?,happy,G6GlGvlkxAQ_4
What is the emotion in the image G6GlGvlkxAQ_5?,happy,G6GlGvlkxAQ_5
What is the emotion in the image G6GlGvlkxAQ_6?,happy,G6GlGvlkxAQ_6
What is the emotion in the image G6GlGvlkxAQ_7?,normal,G6GlGvlkxAQ_7
What is the emotion in the image G6GlGvlkxAQ_8?,normal,G6GlGvlkxAQ_8
What is the emotion in the image G6GlGvlkxAQ_9?,happy,G6GlGvlkxAQ_9
What is the emotion in the image GWuJjcEuzt8_0?,happy,GWuJjcEuzt8_0
What is the emotion in the image GWuJjcEuzt8_10?,happy,GWuJjcEuzt8_10
What is the emotion in the image GWuJjcEuzt8_11?,happy,GWuJjcEuzt8_11
What is the emotion in the image GWuJjcEuzt8_12?,happy,GWuJjcEuzt8_12
What is the emotion in the image GWuJjcEuzt8_13?,happy,GWuJjcEuzt8_13
What is the emotion in the image GWuJjcEuzt8_14?,normal,GWuJjcEuzt8_14
What is the emotion in the image GWuJjcEuzt8_15?,normal,GWuJjcEuzt8_15
What is the emotion in the image GWuJjcEuzt8_16?,normal,GWuJjcEuzt8_16
What is the emotion in the image GWuJjcEuzt8_17?,normal,GWuJjcEuzt8_17
What is the emotion in the image GWuJjcEuzt8_1?,normal,GWuJjcEuzt8_1
What is the emotion in the image GWuJjcEuzt8_2?,happy,GWuJjcEuzt8_2
What is the emotion in the image GWuJjcEuzt8_3?,normal,GWuJjcEuzt8_3
What is the emotion in the image GWuJjcEuzt8_4?,sad,GWuJjcEuzt8_4
What is the emotion in the image GWuJjcEuzt8_5?,sad,GWuJjcEuzt8_5
What is the emotion in the image GWuJjcEuzt8_6?,normal,GWuJjcEuzt8_6
What is the emotion in the image GWuJjcEuzt8_7?,sad,GWuJjcEuzt8_7
What is the emotion in the image GWuJjcEuzt8_8?,happy,GWuJjcEuzt8_8
What is the emotion in the image GWuJjcEuzt8_9?,happy,GWuJjcEuzt8_9
What is the emotion in the image HEsqda8_d0Q_0?,happy,HEsqda8_d0Q_0
What is the emotion in the image HEsqda8_d0Q_10?,happy,HEsqda8_d0Q_10
What is the emotion in the image HEsqda8_d0Q_11?,normal,HEsqda8_d0Q_11
What is the emotion in the image HEsqda8_d0Q_12?,normal,HEsqda8_d0Q_12
What is the emotion in the image HEsqda8_d0Q_13?,happy,HEsqda8_d0Q_13
What is the emotion in the image HEsqda8_d0Q_14?,happy,HEsqda8_d0Q_14
What is the emotion in the image HEsqda8_d0Q_15?,happy,HEsqda8_d0Q_15
What is the emotion in the image HEsqda8_d0Q_16?,normal,HEsqda8_d0Q_16
What is the emotion in the image HEsqda8_d0Q_17?,sad,HEsqda8_d0Q_17
What is the emotion in the image HEsqda8_d0Q_18?,normal,HEsqda8_d0Q_18
What is the emotion in the image HEsqda8_d0Q_19?,happy,HEsqda8_d0Q_19
What is the emotion in the image HEsqda8_d0Q_1?,happy,HEsqda8_d0Q_1
What is the emotion in the image HEsqda8_d0Q_20?,happy,HEsqda8_d0Q_20
What is the emotion in the image HEsqda8_d0Q_21?,normal,HEsqda8_d0Q_21
What is the emotion in the image HEsqda8_d0Q_22?,normal,HEsqda8_d0Q_22
What is the emotion in the image HEsqda8_d0Q_23?,happy,HEsqda8_d0Q_23
What is the emotion in the image HEsqda8_d0Q_24?,happy,HEsqda8_d0Q_24
What is the emotion in the image HEsqda8_d0Q_25?,normal,HEsqda8_d0Q_25
What is the emotion in the image HEsqda8_d0Q_26?,normal,HEsqda8_d0Q_26
What is the emotion in the image HEsqda8_d0Q_27?,happy,HEsqda8_d0Q_27
What is the emotion in the image HEsqda8_d0Q_28?,normal,HEsqda8_d0Q_28
What is the emotion in the image HEsqda8_d0Q_29?,happy,HEsqda8_d0Q_29
What is the emotion in the image HEsqda8_d0Q_2?,happy,HEsqda8_d0Q_2
What is the emotion in the image HEsqda8_d0Q_30?,happy,HEsqda8_d0Q_30
What is the emotion in the image HEsqda8_d0Q_31?,normal,HEsqda8_d0Q_31
What is the emotion in the image HEsqda8_d0Q_32?,normal,HEsqda8_d0Q_32
What is the emotion in the image HEsqda8_d0Q_33?,sad,HEsqda8_d0Q_33
What is the emotion in the image HEsqda8_d0Q_3?,normal,HEsqda8_d0Q_3
What is the emotion in the image HEsqda8_d0Q_4?,normal,HEsqda8_d0Q_4
What is the emotion in the image HEsqda8_d0Q_5?,happy,HEsqda8_d0Q_5
What is the emotion in the image HEsqda8_d0Q_6?,happy,HEsqda8_d0Q_6
What is the emotion in the image HEsqda8_d0Q_7?,happy,HEsqda8_d0Q_7
What is the emotion in the image HEsqda8_d0Q_8?,happy,HEsqda8_d0Q_8
What is the emotion in the image HEsqda8_d0Q_9?,normal,HEsqda8_d0Q_9
What is the emotion in the image I5y0__X72p0_0?,normal,I5y0__X72p0_0
What is the emotion in the image I5y0__X72p0_10?,normal,I5y0__X72p0_10
What is the emotion in the image I5y0__X72p0_11?,normal,I5y0__X72p0_11
What is the emotion in the image I5y0__X72p0_12?,normal,I5y0__X72p0_12
What is the emotion in the image I5y0__X72p0_13?,normal,I5y0__X72p0_13
What is the emotion in the image I5y0__X72p0_14?,normal,I5y0__X72p0_14
What is the emotion in the image I5y0__X72p0_15?,normal,I5y0__X72p0_15
What is the emotion in the image I5y0__X72p0_16?,normal,I5y0__X72p0_16
What is the emotion in the image I5y0__X72p0_17?,happy,I5y0__X72p0_17
What is the emotion in the image I5y0__X72p0_18?,happy,I5y0__X72p0_18
What is the emotion in the image I5y0__X72p0_19?,sad,I5y0__X72p0_19
What is the emotion in the image I5y0__X72p0_1?,normal,I5y0__X72p0_1
What is the emotion in the image I5y0__X72p0_20?,normal,I5y0__X72p0_20
What is the emotion in the image I5y0__X72p0_21?,sad,I5y0__X72p0_21
What is the emotion in the image I5y0__X72p0_22?,sad,I5y0__X72p0_22
What is the emotion in the image I5y0__X72p0_23?,sad,I5y0__X72p0_23
What is the emotion in the image I5y0__X72p0_24?,happy,I5y0__X72p0_24
What is the emotion in the image I5y0__X72p0_25?,normal,I5y0__X72p0_25
What is the emotion in the image I5y0__X72p0_26?,sad,I5y0__X72p0_26
What is the emotion in the image I5y0__X72p0_27?,happy,I5y0__X72p0_27
What is the emotion in the image I5y0__X72p0_28?,happy,I5y0__X72p0_28
What is the emotion in the image I5y0__X72p0_29?,happy,I5y0__X72p0_29
What is the emotion in the image I5y0__X72p0_2?,sad,I5y0__X72p0_2
What is the emotion in the image I5y0__X72p0_30?,happy,I5y0__X72p0_30
What is the emotion in the image I5y0__X72p0_31?,happy,I5y0__X72p0_31
What is the emotion in the image I5y0__X72p0_32?,happy,I5y0__X72p0_32
What is the emotion in the image I5y0__X72p0_33?,normal,I5y0__X72p0_33
What is the emotion in the image I5y0__X72p0_34?,happy,I5y0__X72p0_34
What is the emotion in the image I5y0__X72p0_35?,sad,I5y0__X72p0_35
What is the emotion in the image I5y0__X72p0_36?,happy,I5y0__X72p0_36
What is the emotion in the image I5y0__X72p0_37?,normal,I5y0__X72p0_37
What is the emotion in the image I5y0__X72p0_38?,happy,I5y0__X72p0_38
What is the emotion in the image I5y0__X72p0_3?,normal,I5y0__X72p0_3
What is the emotion in the image I5y0__X72p0_4?,happy,I5y0__X72p0_4
What is the emotion in the image I5y0__X72p0_5?,happy,I5y0__X72p0_5
What is the emotion in the image I5y0__X72p0_6?,sad,I5y0__X72p0_6
What is the emotion in the image I5y0__X72p0_7?,normal,I5y0__X72p0_7
What is the emotion in the image I5y0__X72p0_8?,happy,I5y0__X72p0_8
What is the emotion in the image I5y0__X72p0_9?,happy,I5y0__X72p0_9
What is the emotion in the image Iu2PFX3z_1s_0?,happy,Iu2PFX3z_1s_0
What is the emotion in the image Iu2PFX3z_1s_10?,happy,Iu2PFX3z_1s_10
What is the emotion in the image Iu2PFX3z_1s_11?,happy,Iu2PFX3z_1s_11
What is the emotion in the image Iu2PFX3z_1s_12?,normal,Iu2PFX3z_1s_12
What is the emotion in the image Iu2PFX3z_1s_13?,happy,Iu2PFX3z_1s_13
What is the emotion in the image Iu2PFX3z_1s_14?,happy,Iu2PFX3z_1s_14
What is the emotion in the image Iu2PFX3z_1s_15?,happy,Iu2PFX3z_1s_15
What is the emotion in the image Iu2PFX3z_1s_1?,happy,Iu2PFX3z_1s_1
What is the emotion in the image Iu2PFX3z_1s_2?,happy,Iu2PFX3z_1s_2
What is the emotion in the image Iu2PFX3z_1s_3?,normal,Iu2PFX3z_1s_3
What is the emotion in the image Iu2PFX3z_1s_4?,happy,Iu2PFX3z_1s_4
What is the emotion in the image Iu2PFX3z_1s_5?,normal,Iu2PFX3z_1s_5
What is the emotion in the image Iu2PFX3z_1s_6?,happy,Iu2PFX3z_1s_6
What is the emotion in the image Iu2PFX3z_1s_7?,normal,Iu2PFX3z_1s_7
What is the emotion in the image Iu2PFX3z_1s_8?,happy,Iu2PFX3z_1s_8
What is the emotion in the image Iu2PFX3z_1s_9?,happy,Iu2PFX3z_1s_9
What is the emotion in the image IumbAb8q2dM_0?,normal,IumbAb8q2dM_0
What is the emotion in the image IumbAb8q2dM_10?,normal,IumbAb8q2dM_10
What is the emotion in the image IumbAb8q2dM_11?,happy,IumbAb8q2dM_11
What is the emotion in the image IumbAb8q2dM_12?,happy,IumbAb8q2dM_12
What is the emotion in the image IumbAb8q2dM_13?,happy,IumbAb8q2dM_13
What is the emotion in the image IumbAb8q2dM_14?,happy,IumbAb8q2dM_14
What is the emotion in the image IumbAb8q2dM_15?,happy,IumbAb8q2dM_15
What is the emotion in the image IumbAb8q2dM_16?,happy,IumbAb8q2dM_16
What is the emotion in the image IumbAb8q2dM_17?,normal,IumbAb8q2dM_17
What is the emotion in the image IumbAb8q2dM_18?,happy,IumbAb8q2dM_18
What is the emotion in the image IumbAb8q2dM_19?,happy,IumbAb8q2dM_19
What is the emotion in the image IumbAb8q2dM_1?,normal,IumbAb8q2dM_1
What is the emotion in the image IumbAb8q2dM_20?,happy,IumbAb8q2dM_20
What is the emotion in the image IumbAb8q2dM_21?,happy,IumbAb8q2dM_21
What is the emotion in the image IumbAb8q2dM_2?,normal,IumbAb8q2dM_2
What is the emotion in the image IumbAb8q2dM_3?,happy,IumbAb8q2dM_3
What is the emotion in the image IumbAb8q2dM_4?,happy,IumbAb8q2dM_4
What is the emotion in the image IumbAb8q2dM_5?,happy,IumbAb8q2dM_5
What is the emotion in the image IumbAb8q2dM_6?,normal,IumbAb8q2dM_6
What is the emotion in the image IumbAb8q2dM_7?,normal,IumbAb8q2dM_7
What is the emotion in the image IumbAb8q2dM_8?,happy,IumbAb8q2dM_8
What is the emotion in the image IumbAb8q2dM_9?,normal,IumbAb8q2dM_9
What is the emotion in the image Jkswaaud0hk_0?,happy,Jkswaaud0hk_0
What is the emotion in the image Jkswaaud0hk_10?,happy,Jkswaaud0hk_10
What is the emotion in the image Jkswaaud0hk_11?,happy,Jkswaaud0hk_11
What is the emotion in the image Jkswaaud0hk_12?,happy,Jkswaaud0hk_12
What is the emotion in the image Jkswaaud0hk_13?,normal,Jkswaaud0hk_13
What is the emotion in the image Jkswaaud0hk_14?,happy,Jkswaaud0hk_14
What is the emotion in the image Jkswaaud0hk_15?,happy,Jkswaaud0hk_15
What is the emotion in the image Jkswaaud0hk_16?,normal,Jkswaaud0hk_16
What is the emotion in the image Jkswaaud0hk_17?,normal,Jkswaaud0hk_17
What is the emotion in the image Jkswaaud0hk_18?,happy,Jkswaaud0hk_18
What is the emotion in the image Jkswaaud0hk_19?,happy,Jkswaaud0hk_19
What is the emotion in the image Jkswaaud0hk_1?,happy,Jkswaaud0hk_1
What is the emotion in the image Jkswaaud0hk_2?,happy,Jkswaaud0hk_2
What is the emotion in the image Jkswaaud0hk_3?,happy,Jkswaaud0hk_3
What is the emotion in the image Jkswaaud0hk_4?,happy,Jkswaaud0hk_4
What is the emotion in the image Jkswaaud0hk_5?,normal,Jkswaaud0hk_5
What is the emotion in the image Jkswaaud0hk_6?,normal,Jkswaaud0hk_6
What is the emotion in the image Jkswaaud0hk_7?,happy,Jkswaaud0hk_7
What is the emotion in the image Jkswaaud0hk_8?,happy,Jkswaaud0hk_8
What is the emotion in the image Jkswaaud0hk_9?,normal,Jkswaaud0hk_9
What is the emotion in the image LSi-o-IrDMs_0?,happy,LSi-o-IrDMs_0
What is the emotion in the image LSi-o-IrDMs_10?,happy,LSi-o-IrDMs_10
What is the emotion in the image LSi-o-IrDMs_11?,normal,LSi-o-IrDMs_11
What is the emotion in the image LSi-o-IrDMs_12?,sad,LSi-o-IrDMs_12
What is the emotion in the image LSi-o-IrDMs_13?,happy,LSi-o-IrDMs_13
What is the emotion in the image LSi-o-IrDMs_14?,happy,LSi-o-IrDMs_14
What is the emotion in the image LSi-o-IrDMs_15?,normal,LSi-o-IrDMs_15
What is the emotion in the image LSi-o-IrDMs_16?,happy,LSi-o-IrDMs_16
What is the emotion in the image LSi-o-IrDMs_17?,happy,LSi-o-IrDMs_17
What is the emotion in the image LSi-o-IrDMs_18?,happy,LSi-o-IrDMs_18
What is the emotion in the image LSi-o-IrDMs_19?,sad,LSi-o-IrDMs_19
What is the emotion in the image LSi-o-IrDMs_1?,sad,LSi-o-IrDMs_1
What is the emotion in the image LSi-o-IrDMs_20?,happy,LSi-o-IrDMs_20
What is the emotion in the image LSi-o-IrDMs_21?,happy,LSi-o-IrDMs_21
What is the emotion in the image LSi-o-IrDMs_22?,happy,LSi-o-IrDMs_22
What is the emotion in the image LSi-o-IrDMs_23?,happy,LSi-o-IrDMs_23
What is the emotion in the image LSi-o-IrDMs_24?,normal,LSi-o-IrDMs_24
What is the emotion in the image LSi-o-IrDMs_25?,sad,LSi-o-IrDMs_25
What is the emotion in the image LSi-o-IrDMs_26?,normal,LSi-o-IrDMs_26
What is the emotion in the image LSi-o-IrDMs_27?,sad,LSi-o-IrDMs_27
What is the emotion in the image LSi-o-IrDMs_28?,happy,LSi-o-IrDMs_28
What is the emotion in the image LSi-o-IrDMs_2?,normal,LSi-o-IrDMs_2
What is the emotion in the image LSi-o-IrDMs_3?,normal,LSi-o-IrDMs_3
What is the emotion in the image LSi-o-IrDMs_4?,normal,LSi-o-IrDMs_4
What is the emotion in the image LSi-o-IrDMs_5?,sad,LSi-o-IrDMs_5
What is the emotion in the image LSi-o-IrDMs_6?,normal,LSi-o-IrDMs_6
What is the emotion in the image LSi-o-IrDMs_7?,normal,LSi-o-IrDMs_7
What is the emotion in the image LSi-o-IrDMs_8?,normal,LSi-o-IrDMs_8
What is the emotion in the image LSi-o-IrDMs_9?,sad,LSi-o-IrDMs_9
What is the emotion in the image MLal-t_vJPM_0?,sad,MLal-t_vJPM_0
What is the emotion in the image MLal-t_vJPM_10?,sad,MLal-t_vJPM_10
What is the emotion in the image MLal-t_vJPM_11?,sad,MLal-t_vJPM_11
What is the emotion in the image MLal-t_vJPM_12?,normal,MLal-t_vJPM_12
What is the emotion in the image MLal-t_vJPM_13?,sad,MLal-t_vJPM_13
What is the emotion in the image MLal-t_vJPM_14?,normal,MLal-t_vJPM_14
What is the emotion in the image MLal-t_vJPM_15?,sad,MLal-t_vJPM_15
What is the emotion in the image MLal-t_vJPM_16?,normal,MLal-t_vJPM_16
What is the emotion in the image MLal-t_vJPM_17?,normal,MLal-t_vJPM_17
What is the emotion in the image MLal-t_vJPM_1?,happy,MLal-t_vJPM_1
What is the emotion in the image MLal-t_vJPM_2?,happy,MLal-t_vJPM_2
What is the emotion in the image MLal-t_vJPM_3?,happy,MLal-t_vJPM_3
What is the emotion in the image MLal-t_vJPM_4?,happy,MLal-t_vJPM_4
What is the emotion in the image MLal-t_vJPM_5?,happy,MLal-t_vJPM_5
What is the emotion in the image MLal-t_vJPM_6?,happy,MLal-t_vJPM_6
What is the emotion in the image MLal-t_vJPM_7?,happy,MLal-t_vJPM_7
What is the emotion in the image MLal-t_vJPM_8?,happy,MLal-t_vJPM_8
What is the emotion in the image MLal-t_vJPM_9?,sad,MLal-t_vJPM_9
What is the emotion in the image Njd1F0vZSm4_0?,happy,Njd1F0vZSm4_0
What is the emotion in the image Njd1F0vZSm4_10?,sad,Njd1F0vZSm4_10
What is the emotion in the image Njd1F0vZSm4_11?,sad,Njd1F0vZSm4_11
What is the emotion in the image Njd1F0vZSm4_12?,normal,Njd1F0vZSm4_12
What is the emotion in the image Njd1F0vZSm4_1?,happy,Njd1F0vZSm4_1
What is the emotion in the image Njd1F0vZSm4_2?,happy,Njd1F0vZSm4_2
What is the emotion in the image Njd1F0vZSm4_3?,happy,Njd1F0vZSm4_3
What is the emotion in the image Njd1F0vZSm4_4?,normal,Njd1F0vZSm4_4
What is the emotion in the image Njd1F0vZSm4_5?,happy,Njd1F0vZSm4_5
What is the emotion in the image Njd1F0vZSm4_6?,normal,Njd1F0vZSm4_6
What is the emotion in the image Njd1F0vZSm4_7?,sad,Njd1F0vZSm4_7
What is the emotion in the image Njd1F0vZSm4_8?,sad,Njd1F0vZSm4_8
What is the emotion in the image Njd1F0vZSm4_9?,normal,Njd1F0vZSm4_9
What is the emotion in the image Nzq88NnDkEk_0?,normal,Nzq88NnDkEk_0
What is the emotion in the image Nzq88NnDkEk_10?,sad,Nzq88NnDkEk_10
What is the emotion in the image Nzq88NnDkEk_11?,sad,Nzq88NnDkEk_11
What is the emotion in the image Nzq88NnDkEk_12?,sad,Nzq88NnDkEk_12
What is the emotion in the image Nzq88NnDkEk_13?,normal,Nzq88NnDkEk_13
What is the emotion in the image Nzq88NnDkEk_14?,sad,Nzq88NnDkEk_14
What is the emotion in the image Nzq88NnDkEk_15?,sad,Nzq88NnDkEk_15
What is the emotion in the image Nzq88NnDkEk_16?,sad,Nzq88NnDkEk_16
What is the emotion in the image Nzq88NnDkEk_17?,sad,Nzq88NnDkEk_17
What is the emotion in the image Nzq88NnDkEk_18?,sad,Nzq88NnDkEk_18
What is the emotion in the image Nzq88NnDkEk_19?,sad,Nzq88NnDkEk_19
What is the emotion in the image Nzq88NnDkEk_1?,sad,Nzq88NnDkEk_1
What is the emotion in the image Nzq88NnDkEk_20?,sad,Nzq88NnDkEk_20
What is the emotion in the image Nzq88NnDkEk_21?,normal,Nzq88NnDkEk_21
What is the emotion in the image Nzq88NnDkEk_22?,sad,Nzq88NnDkEk_22
What is the emotion in the image Nzq88NnDkEk_23?,normal,Nzq88NnDkEk_23
What is the emotion in the image Nzq88NnDkEk_24?,sad,Nzq88NnDkEk_24
What is the emotion in the image Nzq88NnDkEk_25?,sad,Nzq88NnDkEk_25
What is the emotion in the image Nzq88NnDkEk_26?,sad,Nzq88NnDkEk_26
What is the emotion in the image Nzq88NnDkEk_27?,normal,Nzq88NnDkEk_27
What is the emotion in the image Nzq88NnDkEk_28?,happy,Nzq88NnDkEk_28
What is the emotion in the image Nzq88NnDkEk_29?,sad,Nzq88NnDkEk_29
What is the emotion in the image Nzq88NnDkEk_2?,normal,Nzq88NnDkEk_2
What is the emotion in the image Nzq88NnDkEk_30?,happy,Nzq88NnDkEk_30
What is the emotion in the image Nzq88NnDkEk_31?,happy,Nzq88NnDkEk_31
What is the emotion in the image Nzq88NnDkEk_3?,normal,Nzq88NnDkEk_3
What is the emotion in the image Nzq88NnDkEk_4?,normal,Nzq88NnDkEk_4
What is the emotion in the image Nzq88NnDkEk_5?,happy,Nzq88NnDkEk_5
What is the emotion in the image Nzq88NnDkEk_6?,happy,Nzq88NnDkEk_6
What is the emotion in the image Nzq88NnDkEk_7?,normal,Nzq88NnDkEk_7
What is the emotion in the image Nzq88NnDkEk_8?,sad,Nzq88NnDkEk_8
What is the emotion in the image Nzq88NnDkEk_9?,sad,Nzq88NnDkEk_9
What is the emotion in the image OQvJTdtJ2H4_0?,normal,OQvJTdtJ2H4_0
What is the emotion in the image OQvJTdtJ2H4_10?,sad,OQvJTdtJ2H4_10
What is the emotion in the image OQvJTdtJ2H4_11?,sad,OQvJTdtJ2H4_11
What is the emotion in the image OQvJTdtJ2H4_12?,happy,OQvJTdtJ2H4_12
What is the emotion in the image OQvJTdtJ2H4_13?,normal,OQvJTdtJ2H4_13
What is the emotion in the image OQvJTdtJ2H4_14?,normal,OQvJTdtJ2H4_14
What is the emotion in the image OQvJTdtJ2H4_15?,normal,OQvJTdtJ2H4_15
What is the emotion in the image OQvJTdtJ2H4_1?,normal,OQvJTdtJ2H4_1
What is the emotion in the image OQvJTdtJ2H4_2?,sad,OQvJTdtJ2H4_2
What is the emotion in the image OQvJTdtJ2H4_3?,sad,OQvJTdtJ2H4_3
What is the emotion in the image OQvJTdtJ2H4_4?,normal,OQvJTdtJ2H4_4
What is the emotion in the image OQvJTdtJ2H4_5?,normal,OQvJTdtJ2H4_5
What is the emotion in the image OQvJTdtJ2H4_6?,sad,OQvJTdtJ2H4_6
What is the emotion in the image OQvJTdtJ2H4_7?,normal,OQvJTdtJ2H4_7
What is the emotion in the image OQvJTdtJ2H4_8?,sad,OQvJTdtJ2H4_8
What is the emotion in the image OQvJTdtJ2H4_9?,sad,OQvJTdtJ2H4_9
What is the emotion in the image OtBXNcAL_lE_0?,normal,OtBXNcAL_lE_0
What is the emotion in the image OtBXNcAL_lE_10?,normal,OtBXNcAL_lE_10
What is the emotion in the image OtBXNcAL_lE_11?,sad,OtBXNcAL_lE_11
